"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000224441",3.96625233014324,2.14126863952714,0.572697020700014,3.73892051491702,0.000184812144937365,0.074061527188527,NA,NA
"ENSG00000136048",1031.78749401089,-0.713932639105448,0.190962540170252,-3.73860045257539,0.000185047551670826,0.074061527188527,"DRAM1","55332"
"ENSG00000229956",33.0846548572978,1.05003138883821,0.281127557601536,3.73507100405467,0.00018766223150916,0.074061527188527,NA,NA
"ENSG00000183655",557.282030383987,-1.07055799402663,0.28688034452217,-3.73172304923769,0.000190174517134881,0.074061527188527,"KLHL25","64410"
"ENSG00000213901",474.595004859805,-1.295624335451,0.347320084544447,-3.73034671217005,0.00019121645256807,0.074061527188527,"SLC23A3","151295"
"ENSG00000140332",3874.75956937707,-0.569950435834751,0.152795612279316,-3.73014923224928,0.000191366391170385,0.074061527188527,"TLE3","7090"
"ENSG00000237861",5.3241460682603,1.62320293781985,0.436301317893342,3.72037138383492,0.00019893003078279,0.0756721459287764,NA,NA
"ENSG00000143320",373.304085349474,1.66696751829926,0.448397348373653,3.71761234615992,0.000201114558594068,0.0756721459287764,"CRABP2","1382"
"ENSG00000173559",880.612371840471,-1.17020525184483,0.315349371017259,-3.71082158201226,0.000206587674879051,0.0759722769052902,"NABP1","64859"
"ENSG00000125740",2610.83364414,3.34731483552709,0.902735413842894,3.70796889564547,0.000208928311304434,0.0759722769052902,"FOSB","2354"
"ENSG00000112294",1622.4521041686,0.625311971224309,0.168772846386062,3.70505081009258,0.000211348362196775,0.0759722769052902,"ALDH5A1","7915"
"ENSG00000111262",86.7668295119904,1.54760225335843,0.418157382321989,3.70100426008203,0.000214747870504174,0.0759722769052902,"KCNA1","3736"
"ENSG00000134184",144.708306643247,-4.19970145326095,1.13517513415815,-3.69960663063277,0.000215933901358656,0.0759722769052902,"GSTM1","2944"
"ENSG00000163347",1036.33995932351,-1.77881921242192,0.481631128426242,-3.69332276805761,0.00022134279179184,0.0768768919542658,"CLDN1","9076"
